area_health_resource_files_release_year,occupation_name,geography_name,hispanic,white,black,asian,pacific,indigenous,other,less_than_30,30_to_39,40_to_49,50_to_59,60+,male,female,hispanic-latino_%,white_%,black-african_american_%,asian_%,native_hawaiian-other_pacific_islander_%,american_indian-alaska_native_%,other-multiple_races_%,less_than_30_%,30_to_39_%,40_to_49_%,50_to_59_%,60+_%,male_%,female_%,missing-suppressed_raceethnicity_data_comment,missing-suppressed_age_data_comment,missing-suppressed_gender_data_comment,hrsa_data_warehouse_processing_date
ACS 5-Year 2015-2019,Chiropractors,Delaware,,163.0,,,,,,,42.0,,,,132.0,,,100.0,,,,,,,25.767,,,,80.982,,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,Female: Supressed,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Florida,318.0,2503.0,,127.0,,,,145.0,1009.0,623.0,687.0,540.0,2153.0,851.0,10.586,83.322,,4.228,,,,4.827,33.589,20.739,22.87,17.976,71.671,28.329,Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Georgia,148.0,2037.0,126.0,100.0,,,,226.0,582.0,669.0,497.0,450.0,1522.0,902.0,6.106,84.035,5.198,4.125,,,,9.323,24.01,27.599,20.503,18.564,62.789,37.211,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Hawaii,,185.0,,45.0,,,52.0,,,106.0,100.0,,186.0,107.0,,63.14,,15.358,,,17.747,,,36.177,34.13,,63.481,36.519,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Idaho,,557.0,,,,,,,153.0,209.0,,82.0,500.0,,,100.0,,,,,,,27.469,37.522,,14.722,89.767,,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 50 to 59 Years Old: Supressed,Female: Supressed,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Illinois,,2645.0,181.0,117.0,,,101.0,251.0,1014.0,968.0,542.0,404.0,2278.0,901.0,,83.202,5.694,3.68,,,3.177,7.896,31.897,30.45,17.049,12.708,71.658,28.342,Hispanic: Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Indiana,,1063.0,,,,,,177.0,310.0,201.0,267.0,225.0,799.0,381.0,,90.085,,,,,,15.0,26.271,17.034,22.627,19.068,67.712,32.288,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Iowa,,866.0,,,,,,85.0,368.0,197.0,148.0,68.0,444.0,422.0,,100.0,,,,,,9.815,42.494,22.748,17.09,7.852,51.27,48.73,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Kansas,,801.0,,,,,,141.0,171.0,326.0,,141.0,655.0,182.0,,95.699,,,,,,16.846,20.43,38.949,,16.846,78.256,21.744,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],50 to 59 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Kentucky,,659.0,,,,,,,180.0,228.0,117.0,127.0,486.0,189.0,,97.63,,,,,,,26.667,33.778,17.333,18.815,72.0,28.0,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Louisiana,,394.0,,,,,,,203.0,,45.0,76.0,290.0,177.0,,84.368,,,,,,,43.469,,9.636,16.274,62.099,37.901,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 40 to 49 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Maine,,242.0,,,,,,,111.0,,90.0,,177.0,,,100.0,,,,,,,45.868,,37.19,,73.14,,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: [No Data]; 40 to 49 Years Old: Supressed; 60 or Older: Supressed,Female: Supressed,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Maryland,,440.0,,,,,,,71.0,165.0,200.0,,461.0,157.0,,71.197,,,,,,,11.489,26.699,32.362,,74.595,25.405,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,Less than 30 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Massachusetts,,1146.0,,,,,,,248.0,304.0,384.0,273.0,863.0,410.0,,90.024,,,,,,,19.482,23.881,30.165,21.445,67.793,32.207,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Michigan,,1797.0,,,,,,123.0,678.0,537.0,358.0,227.0,1256.0,667.0,,93.448,,,,,,6.396,35.257,27.925,18.617,11.804,65.315,34.685,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Minnesota,,1882.0,,,,,,311.0,673.0,270.0,432.0,309.0,1208.0,787.0,,94.336,,,,,,15.589,33.734,13.534,21.654,15.489,60.551,39.449,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Mississippi,,174.0,,,,,,,,,,35.0,156.0,,,100.0,,,,,,,,,,20.115,89.655,,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: [No Data]; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed,Female: Supressed,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Missouri,,1724.0,,,,,,205.0,521.0,602.0,306.0,228.0,1316.0,546.0,,92.589,,,,,,11.01,27.981,32.331,16.434,12.245,70.677,29.323,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Montana,,355.0,,,,,,,,,124.0,,256.0,107.0,,97.796,,,,,,,,,34.16,,70.523,29.477,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Nebraska,,449.0,,,,,,,166.0,127.0,95.0,,354.0,159.0,,87.524,,,,,,,32.359,24.756,18.519,,69.006,30.994,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Nevada,,260.0,,,,,,,83.0,82.0,108.0,75.0,266.0,82.0,,74.713,,,,,,,23.851,23.563,31.034,21.552,76.437,23.563,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: [No Data],,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,New Hampshire,,245.0,,,,,,,,74.0,57.0,,171.0,74.0,,100.0,,,,,,,,30.204,23.265,,69.796,30.204,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: [No Data]; 30 to 39 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,New Jersey,,1665.0,,125.0,,,,,240.0,603.0,633.0,374.0,1637.0,253.0,,88.095,,6.614,,,,,12.698,31.905,33.492,19.788,86.614,13.386,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,New Mexico,,286.0,,,,,,,,,,163.0,154.0,,,100.0,,,,,,,,,,56.993,53.846,,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: [No Data]; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed,Female: Supressed,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,New York,82.0,3212.0,42.0,231.0,,,99.0,277.0,736.0,951.0,966.0,736.0,2526.0,1140.0,2.237,87.616,1.146,6.301,,,2.7,7.556,20.076,25.941,26.35,20.076,68.903,31.097,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,North Carolina,58.0,1216.0,,,,,,70.0,511.0,321.0,288.0,103.0,856.0,437.0,4.486,94.045,,,,,,5.414,39.52,24.826,22.274,7.966,66.203,33.797,Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,North Dakota,,313.0,,,,,,,111.0,140.0,,,325.0,,,84.367,,,,,,,29.919,37.736,,,87.601,,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,Female: Supressed,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Ohio,,2190.0,,,,,,139.0,727.0,559.0,188.0,646.0,1680.0,579.0,,96.946,,,,,,6.153,32.182,24.745,8.322,28.597,74.369,25.631,Hispanic: [No Data]; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Oklahoma,,474.0,,,,,,,120.0,263.0,,,448.0,134.0,,81.443,,,,,,,20.619,45.189,,,76.976,23.024,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Oregon,,999.0,,,,,,,303.0,289.0,115.0,309.0,762.0,307.0,,93.452,,,,,,,28.344,27.035,10.758,28.906,71.282,28.718,Hispanic: [No Data]; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Pennsylvania,,2875.0,,,,,,255.0,464.0,1037.0,884.0,455.0,2470.0,625.0,,92.892,,,,,,8.239,14.992,33.506,28.562,14.701,79.806,20.194,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Rhode Island,,143.0,,,,,,,,,100.0,,113.0,,,92.857,,,,,,,,,64.935,,73.377,,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,Less than 30 Years Old: [No Data]; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 60 or Older: Supressed,Female: Supressed,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,South Carolina,,862.0,,,,,,,205.0,244.0,258.0,189.0,621.0,292.0,,94.414,,,,,,,22.453,26.725,28.258,20.701,68.018,31.982,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,South Dakota,,324.0,,,,,,100.0,97.0,93.0,,,213.0,111.0,,100.0,,,,,,30.864,29.938,28.704,,,65.741,34.259,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],50 to 59 Years Old: [No Data]; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Tennessee,,794.0,,,,,,,239.0,306.0,,154.0,663.0,176.0,,94.636,,,,,,,28.486,36.472,,18.355,79.023,20.977,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 50 to 59 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Texas,297.0,2605.0,240.0,382.0,,,82.0,233.0,1235.0,1064.0,779.0,340.0,2341.0,1310.0,8.135,71.35,6.574,10.463,,,2.246,6.382,33.826,29.143,21.337,9.313,64.119,35.881,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Utah,,372.0,,,,,,,76.0,71.0,96.0,129.0,301.0,71.0,,100.0,,,,,,,20.43,19.086,25.806,34.677,80.914,19.086,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: [No Data],,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Vermont,,162.0,,,,,,,,,,,129.0,33.0,,100.0,,,,,,,,,,,79.63,20.37,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: [No Data]; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Virginia,,1112.0,,,,,,174.0,197.0,276.0,441.0,128.0,845.0,371.0,,91.447,,,,,,14.309,16.201,22.697,36.266,10.526,69.49,30.51,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Washington,,1955.0,,165.0,,,,140.0,571.0,589.0,433.0,513.0,1770.0,476.0,,87.044,,7.346,,,,6.233,25.423,26.224,19.279,22.841,78.807,21.193,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,West Virginia,,312.0,,,,,,,,,,,210.0,102.0,,100.0,,,,,,,,,,,67.308,32.692,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: [No Data]; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Wisconsin,,1778.0,,,,,,212.0,378.0,751.0,242.0,275.0,1386.0,472.0,,95.694,,,,,,11.41,20.344,40.42,13.025,14.801,74.596,25.404,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Chiropractors,Wyoming,,150.0,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,Male: Supressed; Female: Supressed,2022/03/21
ACS 5-Year 2015-2019,Counselors,Alabama,110.0,2572.0,1647.0,,,,,804.0,1343.0,789.0,857.0,596.0,974.0,3415.0,2.506,58.601,37.526,,,,,18.319,30.599,17.977,19.526,13.579,22.192,77.808,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Counselors,Alaska,116.0,1032.0,,,,229.0,270.0,363.0,522.0,300.0,177.0,322.0,787.0,897.0,6.888,61.283,,,,13.599,16.033,21.556,30.998,17.815,10.511,19.121,46.734,53.266,Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Counselors,Arizona,1428.0,5052.0,424.0,,,182.0,175.0,1392.0,1416.0,1506.0,1631.0,1411.0,2531.0,4825.0,19.413,68.679,5.764,,,2.474,2.379,18.923,19.25,20.473,22.172,19.182,34.407,65.593,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Counselors,Arkansas,47.0,1983.0,1102.0,,,,65.0,623.0,1004.0,723.0,374.0,492.0,829.0,2387.0,1.461,61.66,34.266,,,,2.021,19.372,31.219,22.481,11.629,15.299,25.777,74.223,Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Counselors,California,14111.0,22874.0,5271.0,3810.0,134.0,237.0,1680.0,11695.0,11873.0,8216.0,8170.0,8163.0,13676.0,34441.0,29.326,47.538,10.955,7.918,0.278,0.493,3.491,24.305,24.675,17.075,16.979,16.965,28.422,71.578,,,,2022/03/21
ACS 5-Year 2015-2019,Counselors,Colorado,902.0,6353.0,409.0,212.0,26.0,,277.0,1570.0,2012.0,1859.0,1284.0,1493.0,1998.0,6220.0,10.976,77.306,4.977,2.58,0.316,,3.371,19.104,24.483,22.621,15.624,18.167,24.312,75.688,American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Counselors,Connecticut,404.0,3428.0,1304.0,,,,114.0,1239.0,1483.0,1027.0,932.0,733.0,1622.0,3792.0,7.462,63.317,24.086,,,,2.106,22.885,27.392,18.969,17.215,13.539,29.959,70.041,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Counselors,Delaware,,904.0,532.0,,,,,318.0,423.0,372.0,206.0,152.0,454.0,1017.0,,61.455,36.166,,,,,21.618,28.756,25.289,14.004,10.333,30.863,69.137,Hispanic: [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Counselors,District of Columbia,55.0,379.0,825.0,,,,,281.0,219.0,354.0,302.0,213.0,500.0,869.0,4.018,27.684,60.263,,,,,20.526,15.997,25.858,22.06,15.559,36.523,63.477,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Counselors,Florida,4635.0,10369.0,3906.0,492.0,,,414.0,4300.0,4698.0,4100.0,3633.0,3111.0,5459.0,14383.0,23.36,52.258,19.686,2.48,,,2.086,21.671,23.677,20.663,18.31,15.679,27.512,72.488,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: Supressed,,,2022/03/21
